40,1
59,2
62,2
63,1
65,1
71,1
72,1
73,1
74,1
75,1
77,1
78,1
89,2
94,2
97,2
110,1
113,1
202,2
203,1
211,2
49,2
175,1
183,1
210,2
48,2
87,2
99,2
